Sample in Buffer,Sample in Window,TRIGGER,douta1[127:0],encrypted128[0][127:0],addra[0][6:0],douta2[127:0],encrypted128[1][127:0],addra[1][6:0],reset_1,encrypted128[2][127:0],encrypted128[3][127:0],encrypted128[4][127:0],encrypted128[5][127:0],in[0][127:0],in[1][127:0],in[2][127:0],in[3][127:0],in[4][127:0],in[5][127:0],done
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED,HEX,HEX,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
46,46,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
47,47,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
48,48,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
49,49,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
50,50,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
51,51,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
52,52,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
53,53,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
54,54,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
55,55,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
56,56,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
57,57,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
58,58,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
59,59,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
60,60,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
61,61,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
62,62,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
63,63,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
64,64,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
65,65,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
66,66,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
67,67,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
68,68,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
69,69,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
70,70,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
71,71,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
72,72,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
73,73,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
74,74,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
75,75,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
76,76,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
77,77,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
78,78,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
79,79,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
80,80,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
81,81,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
82,82,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
83,83,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
84,84,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
85,85,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
86,86,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
87,87,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
88,88,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
89,89,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
90,90,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
91,91,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
92,92,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
